userId,movieId,rating
8,2762,4.5
8,2770,2.5
8,2791,4.5
8,2959,4.0
8,3578,5.0
8,4011,4.5
8,4034,4.5
8,4226,5.0
8,4886,3.5
8,4896,3.5
8,4973,4.0
8,4993,3.5
8,4995,3.5
8,8874,3.0
8,33166,4.5
8,40819,3.5
15,2,2.0
15,5,4.5
15,6,4.0
15,11,2.5
15,16,3.5
15,17,3.0
15,19,1.0
15,21,4.5
15,22,2.5
15,25,3.0
15,62,2.0
15,70,0.5
15,95,1.5
15,104,1.0
15,110,3.0
15,111,5.0
15,112,2.5
15,145,3.5
15,150,3.0
15,153,1.0
15,160,0.5
15,161,3.0
15,162,4.0
15,163,2.0
15,165,3.0
15,172,1.0
15,180,3.0
15,185,2.0
15,193,1.0
15,196,2.0
15,198,1.5
15,216,1.0
15,223,4.0
15,225,1.0
15,231,3.5
15,235,4.0
15,237,3.5
15,246,5.0
15,247,2.0
15,252,2.0
15,253,2.0
15,260,5.0
15,265,1.0
15,288,2.0
15,292,1.0
15,293,5.0
15,296,5.0
15,300,4.0
15,316,3.0
15,317,1.0
15,318,2.0
15,329,1.5
15,339,2.5
15,342,3.0
15,344,2.0
15,349,3.0
15,364,4.0
15,377,4.0
15,380,4.0
15,431,4.0
15,434,3.0
15,435,1.0
15,440,2.5
15,441,4.0
15,442,1.0
15,454,3.0
15,457,5.0
15,466,2.5
15,471,3.0
15,480,3.0
15,494,4.0
15,500,3.0
15,508,1.5
15,509,2.0
15,527,4.0
15,539,2.0
15,541,5.0
15,543,3.0
15,551,2.0
15,586,2.0
15,587,1.0
15,588,0.5
15,590,3.0
15,592,4.0
15,593,5.0
15,594,2.5
15,597,2.5
15,608,5.0
15,628,2.5
15,648,4.0
15,708,3.0
15,745,3.0
15,750,4.0
15,778,4.0
15,780,2.5
15,784,2.5
15,786,0.5
15,788,1.5
15,800,5.0
15,802,1.0
15,832,1.0
15,858,5.0
15,899,5.0
15,903,5.0
15,910,2.5
15,912,5.0
15,913,4.0
15,914,1.5
15,919,3.0
15,920,3.5
15,922,1.0
15,923,5.0
15,924,5.0
15,926,3.0
15,953,3.0
15,1059,1.5
15,1073,3.0
15,1088,2.0
15,1089,4.0
15,1092,2.5
15,1127,4.0
15,1213,3.0
15,1244,5.0
15,1246,1.0
15,1247,5.0
15,1249,3.0
15,1250,4.0
15,1252,5.0
15,1259,3.0
15,1262,1.5
15,1265,4.0
15,1266,4.0
15,1267,5.0
15,1272,3.5
15,1358,1.0
15,1370,3.0
15,1377,3.0
15,1380,2.5
15,1387,4.0
15,1391,0.5
15,1393,3.5
15,1394,4.0
15,1396,4.0
15,1405,3.0
15,1407,5.0
15,1485,3.0
15,1544,1.0
15,1552,1.5
15,1562,1.5
15,1573,4.0
15,1580,4.0
15,1584,4.0
15,1597,2.0
15,1608,1.0
15,1610,3.0
15,1639,4.0
15,1645,3.0
15,1653,3.0
15,1673,3.0
15,1676,4.0
15,1682,2.0
15,1690,1.0
15,1721,1.5
15,1722,3.5
15,1729,1.0
15,1732,3.5
15,1777,2.0
15,1909,2.0
15,1917,2.0
15,1921,4.0
15,1923,4.5
15,1954,3.0
15,1961,3.5
15,1968,4.0
15,1994,2.5
15,1997,5.0
15,2000,3.0
15,2003,3.0
15,2005,4.0
15,2006,4.0
15,2011,3.0
15,2012,1.0
15,2018,2.0
15,2019,4.5
15,2028,3.0
15,2054,2.0
15,2064,4.5
15,2100,2.0
15,2105,4.0
15,2108,4.5
15,2115,4.0
15,2134,3.5
15,2161,3.0
15,2268,1.0
15,2288,3.0
15,2289,4.0
15,2291,3.0
15,2294,2.0
15,2302,3.5
15,2321,3.5
15,2324,2.0
15,2355,2.0
15,2395,5.0
15,2455,3.5
15,2502,5.0
15,2539,2.5
15,2605,1.0
15,2617,1.0
15,2640,4.0
15,2657,2.0
15,2671,4.0
15,2692,3.0
15,2699,3.0
15,2701,1.0
15,2761,2.0
15,2762,1.0
15,2770,4.0
15,2791,4.0
15,2890,4.0
15,2959,5.0
15,3033,4.0
15,3052,3.0
15,3081,1.0
15,3082,3.0
15,3101,4.0
15,3114,1.0
15,3160,3.0
15,3175,4.0
15,3176,2.0
15,3210,5.0
15,3418,1.0
15,3489,2.0
15,3527,3.0
15,3578,2.0
15,4011,1.0
15,4025,1.0
15,4034,4.0
15,4226,5.0
15,4344,2.0
15,4369,3.0
15,4641,3.0
15,4643,3.0
15,4816,3.0
15,4886,5.0
15,4896,1.0
15,4973,2.0
15,4975,1.0
15,4979,5.0
15,4993,5.0
15,4995,1.0
15,5060,1.5
15,5481,2.0
15,5618,1.5
15,5816,1.0
15,5902,4.0
15,5956,2.5
15,5991,1.0
15,5995,4.0
15,6016,2.0
15,6373,2.0
15,6537,2.5
15,6934,1.5
15,6947,1.0
15,8368,1.5
15,8464,3.0
15,8665,3.5
15,8874,2.5
15,8961,2.0
15,8970,2.0
15,30707,1.5
15,33166,3.5
15,40815,1.5
15,44191,2.5
15,45722,2.0
15,46578,1.0
15,46976,3.5
15,48385,4.0
15,48780,4.0
15,54272,1.0
15,54503,3.5
15,58559,4.5
15,68954,2.0
15,74458,0.5
17,6,4.5
17,25,4.5
17,111,5.0
17,172,3.5
17,185,3.0
17,198,5.0
17,223,2.5
17,235,5.0
17,247,2.0
17,260,3.5
17,288,2.0
17,293,4.0
17,296,5.0
17,318,5.0
17,348,3.5
17,377,0.5
17,431,4.5
17,480,0.5
17,527,4.0
17,541,5.0
17,590,3.0
17,593,4.5
17,608,3.5
17,778,4.5
17,858,5.0
17,903,5.0
17,910,3.5
17,912,4.5
17,913,5.0
17,922,5.0
17,923,4.5
17,924,4.5
17,1089,5.0
17,1092,4.0
17,1213,5.0
17,1244,4.0
17,1246,5.0
17,1249,2.5
17,1252,5.0
17,1265,4.5
17,1267,5.0
17,1396,3.0
17,1580,2.5
17,1597,2.5
17,1645,3.5
17,1653,5.0
17,1673,4.5
17,1721,0.5
17,1729,2.5
17,1732,4.0
17,1884,5.0
17,1921,5.0
17,1923,3.0
17,1997,4.0
17,2011,4.0
17,2012,4.0
17,2023,4.0
17,2028,3.5
17,2324,4.5
17,2455,4.0
17,2502,1.0
17,2539,2.5
17,2657,3.0
17,2692,4.5
17,2762,4.5
17,2791,2.0
17,2959,5.0
17,3160,2.5
17,3578,4.0
17,4034,4.0
17,4226,5.0
17,4886,3.5
17,4896,0.5
17,4973,4.5
17,4975,4.0
17,4993,4.5
17,4995,3.0
17,5060,0.5
17,6016,5.0
17,8665,3.5
17,8874,3.5
19,2,3.0
19,3,3.0
19,6,3.0
19,11,3.0
19,16,5.0
19,21,3.0
19,22,3.0
19,25,3.0
19,58,3.0
19,70,4.0
19,95,3.0
19,105,3.0
19,110,3.0
19,111,5.0
19,112,3.0
19,141,3.0
19,145,4.0
19,150,3.0
19,153,3.0
19,160,4.0
19,162,5.0
19,165,3.0
19,172,1.0
19,180,3.0
19,196,3.0
19,198,3.0
19,223,4.0
19,231,3.0
19,235,3.0
19,246,4.0
19,247,4.0
19,253,3.0
19,260,4.0
19,261,4.0
19,266,1.0
19,288,5.0
19,292,4.0
19,293,4.0
19,296,5.0
19,300,3.0
19,316,3.0
19,318,4.0
19,329,3.0
19,333,3.0
19,337,3.0
19,339,4.0
19,344,3.0
19,345,3.0
19,348,4.0
19,349,3.0
19,350,3.0
19,364,3.0
19,377,3.0
19,380,3.0
19,431,4.0
19,434,3.0
19,440,3.0
19,441,3.0
19,454,3.0
19,457,4.0
19,471,3.0
19,475,3.0
19,480,4.0
19,494,3.0
19,500,3.0
19,508,3.0
19,509,4.0
19,527,4.0
19,541,4.0
19,551,4.0
19,586,3.0
19,588,3.0
19,590,3.0
19,592,4.0
19,593,3.0
19,594,4.0
19,595,5.0
19,596,5.0
19,597,3.0
19,608,5.0
19,628,3.0
19,648,3.0
19,653,3.0
19,661,4.0
19,750,5.0
19,780,3.0
19,784,3.0
19,786,3.0
19,788,3.0
19,800,3.0
19,802,3.0
19,805,3.0
19,858,5.0
19,898,5.0
19,902,3.0
19,903,4.0
19,912,3.0
19,913,5.0
19,914,3.0
19,920,4.0
19,923,5.0
19,924,4.0
19,953,5.0
19,1073,4.0
19,1088,3.0
19,1089,4.0
19,1090,4.0
19,1092,1.0
19,1103,4.0
19,1127,3.0
19,1213,5.0
19,1244,4.0
19,1246,3.0
19,1247,3.0
19,1249,4.0
19,1250,4.0
19,1252,4.0
19,1259,3.0
19,1262,4.0
19,1265,4.0
19,1266,4.0
19,1267,4.0
19,1269,4.0
19,1271,3.0
19,1272,3.0
19,1278,4.0
19,1282,4.0
19,1285,3.0
19,1370,4.0
19,1371,4.0
19,1372,2.0
19,1374,3.0
19,1375,4.0
19,1376,3.0
19,1377,3.0
19,1380,3.0
19,1387,5.0
19,1391,2.0
19,1393,3.0
19,1394,5.0
19,1396,3.0
19,1405,3.0
19,1408,3.0
19,2019,3.0
20,110,2.0
20,150,3.0
20,153,4.0
20,231,1.0
20,260,1.5
20,296,0.5
20,316,3.5
20,318,4.5
20,344,1.0
20,364,3.5
20,380,4.0
20,457,4.5
20,480,3.0
20,497,5.0
20,500,3.0
20,527,2.5
20,588,3.5
20,590,2.0
20,592,4.0
20,593,0.5
20,595,4.0
20,597,4.0
20,608,2.0
20,745,5.0
20,750,4.0
20,780,5.0
20,858,2.0
20,912,2.0
20,1103,4.0
20,1247,1.0
20,1269,4.0
20,1580,5.0
20,1907,4.0
20,2762,3.5
20,2959,0.5
20,4993,4.0
20,5618,3.5
20,8970,2.5
21,21,3.0
21,95,3.0
21,112,4.0
21,196,3.0
21,260,3.0
21,266,3.0
21,288,3.0
21,296,3.0
21,316,3.0
21,329,3.0
21,333,3.0
21,344,3.0
21,377,4.0
21,380,3.0
21,442,3.0
21,457,3.0
21,466,3.0
21,480,3.0
21,509,4.0
21,527,5.0
21,541,3.0
21,543,3.0
21,551,3.0
21,553,3.0
21,586,3.0
21,590,4.0
21,592,3.0
21,593,4.0
21,594,3.0
21,595,3.0
21,597,3.0
21,648,3.0
21,750,5.0
21,780,3.0
21,858,4.0
21,899,3.0
21,910,3.0
21,912,5.0
21,913,4.0
21,914,5.0
21,919,4.0
21,920,4.0
21,923,5.0
21,924,4.0
21,953,5.0
21,1088,2.0
21,1089,3.0
21,1090,4.0
21,1103,3.0
21,1127,3.0
21,1246,4.0
21,1250,4.0
21,1252,3.0
21,1259,4.0
21,1265,3.0
21,1266,3.0
21,1282,3.0
21,1370,3.0
21,1371,3.0
21,1372,3.0
21,1374,4.0
21,1375,3.0
21,1376,3.0
21,1380,3.0
21,1387,3.0
21,1394,4.0
21,5060,3.0
22,70,3.0
22,153,3.0
22,158,1.0
22,163,4.5
22,173,1.5
22,231,2.5
22,235,2.0
22,253,4.5
22,260,4.0
22,296,5.0
22,315,3.0
22,442,2.5
22,457,4.5
22,480,4.5
22,541,4.5
22,551,5.0
22,552,3.0
22,586,1.0
22,588,2.0
22,592,4.5
22,593,4.5
22,648,5.0
22,784,1.5
22,858,4.0
22,1089,4.0
22,1371,2.0
22,1372,4.0
22,1374,3.5
22,1375,4.0
22,1376,4.0
22,1377,4.0
22,1387,4.0
22,1391,3.5
22,1544,3.0
22,1580,4.0
22,1608,2.5
22,1641,2.0
22,1645,2.5
22,1682,2.5
22,1721,3.0
22,1722,3.5
22,1884,4.5
22,1909,3.0
22,1917,2.5
22,1923,2.5
22,1997,3.0
22,2006,2.5
22,2011,3.5
22,2023,3.5
22,2115,3.5
22,2288,4.0
22,2291,4.5
22,2502,1.5
22,2605,2.0
22,2617,2.5
22,2657,2.0
22,2701,2.0
22,2762,4.0
22,2959,4.0
22,3033,4.0
22,3052,2.5
22,3081,5.0
22,3082,3.5
22,3176,2.5
22,3527,4.0
22,3578,3.0
22,4011,4.5
22,4226,5.0
22,4643,2.5
22,4886,4.0
22,4896,3.5
22,4975,4.5
22,4993,5.0
22,5816,3.5
22,6373,2.0
22,6934,2.0
22,8368,3.5
22,8961,3.5
22,30793,4.0
23,6,3.5
23,11,3.5
23,16,4.0
23,19,2.0
23,58,3.5
23,62,4.0
23,104,3.5
23,110,3.5
23,111,5.0
23,150,3.5
23,153,3.0
23,172,2.5
23,185,3.5
23,224,4.0
23,235,4.0
23,236,4.5
23,246,4.5
23,247,4.0
23,252,4.0
23,253,3.5
23,260,4.5
23,265,3.5
23,292,2.5
23,293,4.0
23,296,4.5
23,300,4.0
23,316,3.5
23,318,5.0
23,319,4.5
23,337,4.5
23,344,2.0
23,345,4.0
23,380,4.0
23,431,3.5
23,442,3.5
23,457,3.5
23,471,3.5
23,480,3.5
23,497,4.5
23,508,4.5
23,509,4.5
23,527,3.5
23,539,2.5
23,541,3.0
23,586,3.5
23,588,4.0
23,590,2.5
23,592,3.5
23,593,4.5
23,595,4.5
23,597,3.0
23,608,4.5
23,648,4.5
23,653,2.5
23,745,4.5
23,750,4.5
23,778,4.5
23,780,3.5
23,788,2.0
23,802,3.5
23,805,3.5
23,858,5.0
23,898,4.5
23,899,4.5
23,903,3.5
23,910,4.5
23,912,5.0
23,913,4.0
23,914,3.0
23,920,3.5
23,922,4.5
23,923,5.0
23,924,3.5
23,926,4.0
23,953,4.5
23,1059,4.5
23,1089,3.5
23,1090,4.0
23,1103,4.5
23,1213,5.0
23,1244,3.5
23,1246,4.0
23,1247,4.0
23,1250,4.0
23,1252,4.5
23,1262,4.0
23,1265,4.0
23,1266,3.5
23,1267,5.0
23,1269,4.0
23,1272,2.0
23,1377,2.5
23,1380,2.5
23,1387,3.5
23,1391,3.5
23,1393,4.0
23,1394,4.0
23,1408,3.5
23,1544,2.0
23,1552,3.0
23,1562,1.0
23,1580,3.5
23,1584,4.0
23,1608,2.5
23,1673,4.0
23,1682,5.0
23,1721,5.0
23,1722,3.0
23,1732,4.0
23,1907,3.5
23,1917,2.0
23,1947,4.0
23,1954,3.0
23,1957,3.5
23,1961,4.0
23,1997,3.5
23,2002,3.5
23,2011,4.0
23,2012,4.5
23,2019,4.0
23,2023,3.0
23,2028,4.0
23,2115,4.0
23,2289,4.0
23,2291,4.0
23,2321,5.0
23,2324,3.5
23,2502,4.0
23,2539,2.0
23,2617,3.5
23,2640,4.5
23,2657,3.0
23,2692,5.0
23,2699,1.5
23,2762,4.0
23,2890,4.0
23,2959,3.5
23,3052,3.5
23,3081,3.0
23,3082,2.5
23,3114,3.5
23,3160,4.5
23,3176,5.0
23,3489,3.5
23,3578,4.0
23,4011,4.5
23,4034,3.5
23,4226,4.5
23,4344,0.5
23,4641,4.0
23,4816,3.0
23,4886,3.5
23,4896,3.5
23,4973,5.0
23,4975,2.0
23,4979,4.0
23,4993,4.0
23,4995,4.5
23,5060,3.0
23,5618,3.5
23,5816,2.5
23,5902,5.0
23,5956,3.5
23,5991,2.5
23,5995,4.5
23,6016,5.0
23,6537,3.0
23,6934,3.0
23,6947,2.5
23,8368,4.0
23,8464,3.5
23,8970,4.5
23,30707,3.5
23,30793,3.5
23,33166,5.0
23,40815,3.0
23,40819,3.0
23,44191,4.5
23,45722,2.5
23,48385,3.5
26,153,3.5
26,165,2.5
26,260,3.0
26,296,3.5
26,316,0.5
26,318,4.0
26,344,0.5
26,377,3.0
26,380,3.0
26,457,3.5
26,480,2.5
26,500,1.0
26,593,3.5
26,608,3.5
26,648,2.5
26,778,4.5
26,780,3.5
26,858,4.0
26,1089,3.5
26,1405,1.5
26,1580,3.5
26,1653,3.5
26,1732,4.0
26,1884,4.0
26,2028,3.0
26,2355,4.0
26,2692,4.5
26,2959,4.0
26,3114,4.5
26,3578,2.5
26,4011,5.0
26,4226,4.0
26,4973,3.5
26,4979,4.0
26,4995,3.0
26,6016,5.0
26,8368,3.0
26,8665,4.0
26,8874,1.5
26,8961,4.0
26,44191,5.0
26,46976,4.0
26,48780,4.5
26,54503,2.5
26,58559,5.0
26,68954,3.5
30,2,2.0
30,6,4.0
30,11,4.0
30,16,5.0
30,21,5.0
30,25,4.0
30,70,4.0
30,110,5.0
30,111,4.0
30,141,4.0
30,150,5.0
30,158,3.0
30,161,5.0
30,162,1.0
30,165,4.0
30,173,3.0
30,196,2.0
30,224,4.0
30,235,4.0
30,253,4.0
30,260,4.0
30,261,4.0
30,272,4.0
30,288,1.0
30,296,5.0
30,300,5.0
30,317,4.0
30,318,5.0
30,337,5.0
30,344,2.0
30,348,5.0
30,349,5.0
30,350,4.0
30,364,3.0
30,377,4.0
30,380,4.0
30,410,4.0
30,434,4.0
30,440,4.0
30,454,5.0
30,457,5.0
30,471,4.0
30,480,4.0
30,500,4.0
30,508,5.0
30,509,5.0
30,527,5.0
30,539,3.0
30,541,4.0
30,553,4.0
30,586,4.0
30,587,2.0
30,588,5.0
30,590,5.0
30,592,4.0
30,593,4.0
30,594,3.0
30,595,5.0
30,596,4.0
30,597,4.0
30,608,5.0
30,628,5.0
30,661,2.0
30,750,3.0
30,780,4.0
30,800,4.0
30,805,5.0
30,832,4.0
30,858,5.0
30,898,5.0
30,899,4.0
30,903,4.0
30,912,5.0
30,913,5.0
30,914,4.0
30,919,4.0
30,920,5.0
30,922,5.0
30,923,5.0
30,924,4.0
30,953,4.0
30,1073,3.0
30,1088,4.0
30,1089,5.0
30,1090,4.0
30,1092,4.0
30,1213,5.0
30,1244,4.0
30,1246,4.0
30,1247,4.0
30,1250,5.0
30,1252,5.0
30,1259,4.0
30,1265,4.0
30,1266,5.0
30,1267,5.0
30,1271,4.0
30,1272,5.0
30,1278,3.0
30,1285,4.0
30,1358,5.0
30,1370,4.0
30,1377,3.0
30,1380,4.0
30,1387,4.0
30,1393,4.0
30,1394,5.0
30,1396,4.0
30,1485,4.0
30,1552,4.0
30,1562,3.0
30,1580,4.0
30,1584,5.0
30,1608,5.0
30,1610,5.0
30,1645,5.0
30,1673,4.0
30,1682,5.0
30,1690,3.0
30,1721,4.0
30,1729,5.0
30,1732,3.0
30,1884,1.0
30,1917,4.0
30,1923,4.0
30,1947,4.0
30,1954,5.0
30,1957,4.0
30,1961,5.0
30,1968,4.0
30,1994,4.0
30,1997,5.0
30,2000,4.0
30,2001,4.0
30,2002,3.0
30,2003,3.0
30,2011,4.0
30,2012,3.0
30,2023,5.0
30,2028,5.0
30,2054,1.0
30,2064,4.0
30,2078,3.0
30,2105,2.0
30,2108,4.0
30,2109,3.0
30,2115,4.0
30,2144,3.0
30,2193,3.0
30,2268,5.0
30,2289,5.0
30,2291,5.0
30,2302,4.0
30,2321,5.0
30,2355,5.0
30,2470,4.0
30,2539,4.0
30,2605,4.0
30,2617,3.0
30,2640,4.0
30,2671,4.0
30,2701,2.0
30,2762,5.0
30,2770,3.0
30,2791,2.0
30,2890,4.0
30,2959,4.0
30,3072,4.0
30,3081,3.0
30,3082,3.0
30,3101,5.0
30,3114,5.0
30,3160,5.0
30,3176,4.0
30,3210,4.0
30,3418,4.0
30,3489,4.0
30,3578,4.0
30,4011,4.0
30,4025,3.0
30,4034,5.0
30,4226,3.0
30,4344,4.0
30,4643,4.0
30,4886,4.0
30,4896,4.0
30,4979,4.0
30,4993,3.0
30,4995,5.0
30,5060,3.0
30,5902,4.0
30,5956,5.0
30,5991,5.0
32,2,4.0
32,19,3.0
32,110,5.0
32,150,5.0
32,153,4.0
32,158,3.0
32,165,4.0
32,168,3.0
32,173,3.0
32,225,2.0
32,231,5.0
32,252,3.0
32,261,4.0
32,266,3.0
32,292,5.0
32,296,2.0
32,300,3.0
32,316,3.0
32,317,3.0
32,333,3.0
32,337,4.0
32,344,4.0
32,349,5.0
32,350,3.0
32,364,3.0
32,377,4.0
32,380,3.0
32,410,3.0
32,434,3.0
32,440,4.0
32,442,4.0
32,457,5.0
32,480,5.0
32,553,5.0
32,588,3.0
32,590,5.0
32,592,4.0
32,595,2.0
34,6,3.0
34,21,4.0
34,70,4.0
34,110,4.0
34,150,4.0
34,198,3.0
34,253,4.0
34,260,4.0
34,288,4.0
34,293,4.0
34,296,5.0
34,316,4.0
34,337,5.0
34,377,3.0
34,442,3.0
34,527,4.0
34,541,4.0
34,593,4.0
34,595,4.0
34,608,4.0
34,750,4.0
34,858,4.0
34,912,5.0
34,913,5.0
34,919,3.0
34,923,5.0
34,924,5.0
34,1059,5.0
34,1089,4.0
34,1090,4.0
34,1092,4.0
34,1103,4.0
34,1213,5.0
34,1247,5.0
34,1250,4.0
34,1252,4.0
34,1259,4.0
34,1262,4.0
34,1267,5.0
34,1272,4.0
34,1358,5.0
34,1387,3.0
34,1396,4.0
34,1407,4.0
34,1580,3.0
34,1597,3.0
34,1610,4.0
34,1645,3.0
34,1653,4.0
34,1676,3.0
34,1690,3.0
34,1923,4.0
34,1954,3.0
34,1997,5.0
34,2028,4.0
34,2064,5.0
34,2105,4.0
34,2288,5.0
34,2289,5.0
34,2657,4.0
34,2762,4.0
34,3418,3.0
34,3527,4.0
34,5060,3.0
36,6,3.0
36,16,3.0
36,21,3.0
36,25,4.0
36,58,5.0
36,111,4.0
36,145,3.0
36,165,3.0
36,216,3.0
36,223,5.0
36,236,3.0
36,246,4.0
36,252,3.0
36,253,4.0
36,256,3.0
36,260,5.0
36,261,4.0
36,265,5.0
36,272,4.0
36,288,4.0
36,293,5.0
36,296,4.0
36,300,4.0
36,315,5.0
36,318,4.0
36,345,4.0
36,348,3.0
36,350,3.0
36,431,4.0
36,434,3.0
36,440,3.0
36,454,3.0
36,457,3.0
36,475,4.0
36,480,3.0
36,508,4.0
36,509,4.0
36,527,5.0
36,539,3.0
36,543,3.0
36,551,3.0
36,586,2.0
36,587,3.0
36,588,3.0
36,590,3.0
36,592,3.0
36,593,4.0
36,597,3.0
36,778,5.0
36,788,2.0
36,838,4.0
39,6,4.0
39,16,5.0
39,21,3.0
39,22,4.0
39,70,5.0
39,110,5.0
39,145,3.0
39,150,4.0
39,153,3.0
39,160,3.0
39,162,5.0
39,165,5.0
39,168,3.0
39,180,5.0
39,198,5.0
39,223,4.0
39,231,4.0
39,253,4.0
39,288,4.0
39,293,4.0
39,296,5.0
39,315,4.0
39,316,4.0
39,333,3.0
39,344,4.0
39,380,5.0
39,434,4.0
39,457,4.0
39,553,4.0
39,588,3.0
39,590,3.0
39,592,3.0
39,593,3.0
39,595,3.0
39,648,4.0
41,2,3.5
41,110,4.0
41,165,4.0
41,172,3.5
41,173,4.0
41,196,3.0
41,253,4.0
41,260,4.0
41,316,3.5
41,329,4.0
41,377,4.5
41,380,4.0
41,435,4.0
41,442,3.5
41,457,4.0
41,541,5.0
41,592,4.0
41,648,4.0
41,780,4.0
41,919,4.0
41,924,5.0
41,1073,4.0
41,1127,3.5
41,1371,3.5
41,1372,4.0
41,1374,4.5
41,1375,4.0
41,1376,4.0
41,1552,3.5
41,1580,4.0
41,1676,4.0
41,1690,4.0
41,1917,4.0
41,1997,4.0
41,2001,3.0
41,2003,2.5
41,2011,4.0
41,2012,3.5
41,2105,5.0
41,2455,3.0
41,2640,4.0
41,3033,4.0
41,3175,4.0
41,5618,4.0
41,6537,3.5
41,6934,4.0
43,70,2.0
43,104,2.0
43,110,5.0
43,216,1.0
43,223,3.0
43,231,3.0
43,339,4.0
43,480,4.0
43,500,3.0
43,527,5.0
43,585,2.0
43,588,3.0
43,608,5.0
43,838,4.0
43,1380,3.0
43,1544,2.0
43,1580,4.0
43,1673,3.0
43,1777,3.0
43,1907,3.0
43,1968,3.0
43,1997,5.0
43,2000,2.0
43,2003,2.0
43,2054,2.0
43,2109,3.0
43,2144,3.0
43,2291,3.0
43,2321,4.0
43,2355,4.0
43,2395,3.0
43,2455,3.0
43,2539,2.0
43,2671,4.0
43,2770,3.0
43,2791,2.0
43,3052,3.0
43,3114,4.0
43,3160,4.0
47,2,5.0
47,95,3.0
